"cruise","cast","niskin","date_time_utc","latitude","longitude","depth","sample_type","replicate","doc","dtn","iode_quality_flag_c","iode_quality_flag_n","nearest_station","station_distance","date_analyzed","filename"
"EN720",11,18,2024-09-08 13:38:00,39.77348,-70.90026,3.909,"cast","a",77.6,4.6,1,1,"L11",NaN,2024-12-20,NaN
"EN720",14,2,2024-09-09 05:33:00,40.3554,-70.9027,89.876,"cast","a",61.1,12.9,1,1,"L6",1.863,2024-12-20,NaN
"EN720",14,8,2024-09-09 05:42:00,40.3534,-70.9075,35.088,"cast","a",77.1,4.6,1,1,"L6",2.332,2024-12-20,NaN
"EN720",14,18,2024-09-09 05:51:00,40.3516,-70.9116,5.813,"cast","a",79.7,4.8,1,1,"L6",2.731,2024-12-20,NaN
"EN720",14,18,2024-09-09 05:51:00,40.3516,-70.9116,5.813,"cast","b",80.7,4.8,1,1,"L6",2.731,2024-12-20,NaN
"EN720",15,2,2024-09-09 09:04:00,40.1512,-70.8833,132.34,"cast","a",50.4,20.1,1,1,"L8",NaN,2024-12-20,NaN
"EN720",15,3,2024-09-09 09:08:00,40.151,-70.8835,99.562,"cast","a",59.8,12.8,1,1,"L8",NaN,2024-12-20,NaN
"EN720",15,8,2024-09-09 09:17:00,40.1505,-70.8839,37.583,"cast","a",68.3,11.2,1,1,"L8",NaN,2024-12-20,NaN
"EN720",15,11,2024-09-09 09:22:00,40.1501,-70.8841,24.635,"cast","a",71.4,7.2,1,1,"L8",NaN,2024-12-20,NaN
"EN720",15,18,2024-09-09 09:28:00,40.1499,-70.8843,3.879,"cast","a",78,4.6,1,1,"L8",NaN,2024-12-20,NaN
"EN720",16,2,2024-09-09 21:44:00,40.2527,-70.8858,115.814,"cast","a",55.3,17,1,1,"L7",NaN,2024-12-20,NaN
"EN720",16,8,2024-09-09 22:03:00,40.247,-70.8872,30.199,"cast","a",75.8,5,1,1,"L7",NaN,2024-12-20,NaN
"EN720",16,19,2024-09-09 22:10:00,40.2447,-70.8879,4.234,"cast","a",79.6,4.8,1,1,"L7",NaN,2024-12-20,NaN
"EN720",19,2,2024-09-10 06:23:00,40.0465,-70.8856,200.849,"cast","a",47.9,21,1,1,"L9",NaN,2024-12-20,NaN
"EN720",19,3,2024-09-10 06:29:00,40.0454,-70.8856,91.978,"cast","a",53.5,13.7,1,1,"L9",NaN,2024-12-20,NaN
"EN720",19,10,2024-09-10 06:40:00,40.0433,-70.885,39.577,"cast","a",68.3,5,1,1,"L9",NaN,2024-12-20,NaN
"EN720",19,20,2024-09-10 06:48:00,40.0418,-70.8848,6.011,"cast","a",76.8,4.6,1,1,"L9",NaN,2024-12-20,NaN
"EN720",19,20,2024-09-10 06:48:00,40.0418,-70.8848,6.011,"cast","b",76.4,4.5,1,1,"L9",NaN,2024-12-20,NaN
"EN720",20,9,2024-09-10 20:47:00,40.8619,-70.8845,34,"cast","a",76.7,4.8,1,1,"L3",0.182,2024-12-20,NaN
"EN720",20,20,2024-09-10 20:58:00,40.8614,-70.8828,3.939,"cast","a",82.9,5.4,1,1,"L3",0.214,2024-12-20,NaN
"EN720",24,7,2024-09-11 05:42:00,41.3177,-70.5824,3.356,"cast","a",90.2,5.8,1,1,"MVCO",1.546,2024-12-20,NaN
"EN720",NaN,NaN,NaN,NaN,NaN,NaN,"blank","a",3.2,0.2,1,1,NaN,NaN,2024-12-20,NaN
"EN727",1,15,2025-01-24 19:10:00,41.1961,-70.89,3.07,"cast","a",88.5,6.1,1,1,"L1",0.564,2025-04-29,"1"
"EN727",2,16,2025-01-25 04:25:00,41.028,-70.8869,4.866,"cast","a",83.8,5,1,1,"L2",0.375,2025-04-29,"2"
"EN727",5,10,2025-01-25 10:26:00,40.6958,-70.886,25.196,"cast","a",77.8,7,1,1,"L4",0.251,2025-04-29,"3"
"EN727",5,18,2025-01-25 10:31:00,40.6961,-70.8865,3.633,"cast","a",74.6,6.2,1,1,"L4",0.278,2025-04-29,"4"
"EN727",5,18,2025-01-25 10:31:00,40.6961,-70.8865,3.633,"cast","b",75.7,7,1,1,"L4",0.278,2025-04-29,"5"
"EN727",6,1,2025-01-26 04:03:00,39.7715,-70.8868,502.125,"cast","a",47.6,19.3,1,1,"L11",0.364,2025-04-29,"6"
"EN727",6,1,2025-01-26 04:03:00,39.7715,-70.8868,502.125,"cast","b",46.8,20.7,1,1,"L11",0.364,2025-04-29,"7"
"EN727",6,4,2025-01-26 04:21:00,39.7697,-70.8889,74.4,"cast","a",58.7,11,1,1,"L11",0.629,2025-04-29,"8"
"EN727",6,15,2025-01-26 04:29:00,39.7688,-70.89,19.994,"cast","a",70,7.1,1,1,"L11",0.762,2025-04-29,"9"
"EN727",6,19,2025-01-26 04:32:00,39.7683,-70.8898,7.093,"cast","a",69.3,6.9,1,1,"L11",0.784,2025-04-29,"10"
"EN727",9,1,2025-01-26 11:26:00,39.9359,-70.8842,442.186,"cast","a",46.8,21,1,1,"L10",0.464,2025-04-29,"11"
"EN727",9,6,2025-01-26 11:34:00,39.9344,-70.8848,100.968,"cast","a",53.8,14,1,1,"L10",0.633,2025-04-29,"12"
"EN727",9,16,2025-01-26 11:42:00,39.9329,-70.8855,24.803,"cast","a",69.6,7.2,1,1,"L10",0.813,2025-04-29,"13"
"EN727",9,21,2025-01-26 11:44:00,39.9324,-70.8858,5.08,"cast","a",69.9,6.5,1,1,"L10",0.866,2025-04-29,"14"
"EN727",10,2,2025-01-26 18:45:00,40.1499,-70.8877,133.904,"cast","a",56,15.8,1,1,"L8",NaN,2025-04-29,"15"
"EN727",10,3,2025-01-26 18:48:00,40.1493,-70.8887,101.3,"cast","a",64.2,9.7,1,1,"L8",NaN,2025-04-29,"16"
"EN727",10,11,2025-01-26 19:01:00,40.1454,-70.8927,33.809,"cast","a",70,9.5,1,1,"L8",NaN,2025-04-29,"17"
"EN727",10,19,2025-01-26 19:05:00,40.1442,-70.8939,6.674,"cast","a",69.7,8.9,1,1,"L8",NaN,2025-04-29,"18"
"EN727",11,2,2025-01-26 21:16:00,40.0433,-70.8932,205.533,"cast","a",48,21.2,1,1,"L9",NaN,2025-04-29,"19"
"EN727",11,6,2025-01-26 21:23:00,40.0418,-70.8952,100.235,"cast","a",59.6,11.3,1,1,"L9",NaN,2025-04-29,"20"
"EN727",11,14,2025-01-26 21:30:00,40.0406,-70.8974,40.285,"cast","a",69,8.3,1,1,"L9",NaN,2025-04-29,"21"
"EN727",11,14,2025-01-26 21:30:00,40.0406,-70.8974,40.285,"cast","b",72.5,8.7,3,1,"L9",NaN,2025-04-29,"22"
"EN727",11,21,2025-01-26 21:32:00,40.0402,-70.8986,5.803,"cast","a",72.9,8.9,1,1,"L9",NaN,2025-04-29,"23"
"EN727",14,5,2025-01-27 04:06:00,40.2549,-70.8906,99.802,"cast","a",73.2,9.3,1,1,"L7",NaN,2025-04-29,"24"
"EN727",14,15,2025-01-27 04:16:00,40.2534,-70.8934,30.065,"cast","a",73.8,8.8,1,1,"L7",NaN,2025-04-29,"25"
"EN727",14,19,2025-01-27 04:19:00,40.2528,-70.8943,4.803,"cast","a",72.5,9.2,1,1,"L7",NaN,2025-04-29,"26"
"EN727",18,2,2025-01-27 10:28:00,40.3608,-70.8819,88.664,"cast","a",76.2,8.2,1,1,"L6",0.301,2025-04-29,"27"
"EN727",18,9,2025-01-27 10:35:00,40.3594,-70.8806,34.705,"cast","a",73.3,8.8,1,1,"L6",0.493,2025-04-29,"28"
"EN727",18,21,2025-01-27 10:40:00,40.3585,-70.8798,4.445,"cast","a",74,8.6,1,1,"L6",0.613,2025-04-29,"29"
"EN727",19,13,2025-01-27 20:11:00,40.5099,-70.8855,30.063,"cast","a",73.7,7,1,1,"L5",0.422,2025-04-29,"30"
"EN727",19,13,2025-01-27 20:11:00,40.5099,-70.8855,30.063,"cast","b",74.8,7.9,1,1,"L5",0.422,2025-04-29,"31"
"EN727",19,17,2025-01-27 20:14:00,40.5093,-70.8863,5.277,"cast","a",74.6,7.2,1,1,"L5",0.514,2025-04-29,"32"
"EN727",20,5,2025-01-28 02:36:00,40.8586,-70.8777,29.784,"cast","a",80.8,4.8,1,1,"L3",0.699,2025-04-29,"33"
"EN727",20,12,2025-01-28 02:41:00,40.857,-70.8767,5.605,"cast","a",82.7,5.2,1,1,"L3",0.895,2025-04-29,"34"
"EN727",21,5,2025-01-28 09:55:00,41.29678,-70.57082,5.28,"cast","a",87.6,5.8,1,1,"MVCO",NaN,2025-04-29,"35"
"EN727",NaN,NaN,NaN,NaN,NaN,NaN,"blank","a",1.3,0,1,1,NaN,NaN,2025-04-29,"36"
"AE2426",1,20,2024-11-06 16:36:00,41.1956,-70.8837,2.515,"cast","a",89.3,6,1,1,"L1",0.124,2024-12-20,NaN
"AE2426",4,16,2024-11-07 08:44:00,41.0317,-70.8808,2.887,"cast","a",88.2,5.5,1,1,"L2",0.281,2024-12-20,NaN
"AE2426",5,7,2024-11-07 13:17:00,40.5137,-70.8824,36.793,"cast","a",78.8,4.9,1,1,"L5",0.086,2024-12-20,NaN
"AE2426",5,13,2024-11-07 13:21:00,40.514,-70.8821,3.651,"cast","a",78.7,4.8,1,1,"L5",0.129,2024-12-20,NaN
"AE2426",5,13,2024-11-07 13:21:00,40.514,-70.8821,3.651,"cast","b",78.5,4.6,1,1,"L5",0.129,2024-12-20,NaN
"AE2426",10,1,2024-11-08 10:50:00,39.7713,-70.8858,499.705,"cast","a",48.5,21.4,1,1,"L11",0.309,2024-12-20,NaN
"AE2426",10,1,2024-11-08 10:50:00,39.7713,-70.8858,499.705,"cast","b",48.1,21,1,1,"L11",0.309,2024-12-20,NaN
"AE2426",10,6,2024-11-08 11:04:00,39.7702,-70.8871,92.404,"cast","a",54.2,12.6,1,1,"L11",0.469,2024-12-20,NaN
"AE2426",10,8,2024-11-08 11:07:00,39.77,-70.8874,57.095,"cast","a",61.8,7.5,1,1,"L11",0.508,2024-12-20,NaN
"AE2426",10,19,2024-11-08 11:15:00,39.7694,-70.8881,2.797,"cast","a",71,4.7,1,1,"L11",0.599,2024-12-20,NaN
"AE2426",11,1,2024-11-08 18:05:00,39.9352,-70.8736,445.733,"cast","a",46.7,21.3,1,1,"L10",0.985,2024-12-20,NaN
"AE2426",11,5,2024-11-08 18:19:00,39.9307,-70.8678,70.095,"cast","a",57.2,8.3,1,1,"L10",1.681,2024-12-20,NaN
"AE2426",11,11,2024-11-08 18:23:00,39.9294,-70.8662,30.848,"cast","a",73.5,4.4,1,1,"L10",1.875,2024-12-20,NaN
"AE2426",11,11,2024-11-08 18:23:00,39.9294,-70.8662,30.848,"cast","b",73.2,4.1,1,1,"L10",1.875,2024-12-20,NaN
"AE2426",11,21,2024-11-08 18:27:00,39.928,-70.8643,3.145,"cast","a",75,4.8,1,1,"L10",2.1,2024-12-20,NaN
"AE2426",12,2,2024-11-09 01:05:00,40.0489,-70.8833,197.515,"cast","a",48.4,12.1,1,1,"L9",NaN,2024-12-20,NaN
"AE2426",12,7,2024-11-09 01:10:00,40.0483,-70.8839,100.396,"cast","a",71.2,9.2,4,3,"L9",NaN,2024-12-20,NaN
"AE2426",12,16,2024-11-09 01:15:00,40.048,-70.8841,24.609,"cast","a",88.8,4.2,4,3,"L9",NaN,2024-12-20,NaN
"AE2426",12,23,2024-11-09 01:18:00,40.0481,-70.8842,3.613,"cast","a",75.4,4.1,1,1,"L9",NaN,2024-12-20,NaN
"AE2426",15,3,2024-11-10 03:47:00,40.2566,-70.8838,100.151,"cast","a",59,10.8,1,1,"L7",NaN,2024-12-20,NaN
"AE2426",15,14,2024-11-10 03:53:00,40.2569,-70.8835,20.039,"cast","a",76.4,5.1,1,1,"L7",NaN,2024-12-20,NaN
"AE2426",15,18,2024-11-10 03:55:00,40.2569,-70.8834,3.755,"cast","a",76.9,4.6,1,1,"L7",NaN,2024-12-20,NaN
"AE2426",16,3,2024-11-10 06:44:00,40.1487,-70.8891,102.39,"cast","a",58.5,10.5,1,1,"L8",NaN,2024-12-20,NaN
"AE2426",16,13,2024-11-10 06:55:00,40.1488,-70.8931,19.973,"cast","a",78,5,1,1,"L8",NaN,2024-12-20,NaN
"AE2426",16,19,2024-11-10 06:57:00,40.1484,-70.8941,3.325,"cast","a",76.6,4.9,1,1,"L8",NaN,2024-12-20,NaN
"AE2426",17,2,2024-11-10 09:41:00,40.3636,-70.8811,87.779,"cast","a",64.6,11.9,1,1,"L6",0.191,2024-12-20,NaN
"AE2426",17,9,2024-11-10 09:49:00,40.3634,-70.8816,35.208,"cast","a",77.8,4.4,1,1,"L6",0.149,2024-12-20,NaN
"AE2426",17,18,2024-11-10 09:54:00,40.3631,-70.8821,2.732,"cast","a",77.4,5,1,1,"L6",0.105,2024-12-20,NaN
"AE2426",17,18,2024-11-10 09:54:00,40.3631,-70.8821,2.732,"cast","b",79.2,5,1,1,"L6",0.105,2024-12-20,NaN
"AE2426",18,1,2024-11-10 12:51:00,40.7001,-70.8845,59.893,"cast","a",74.3,10.5,1,1,"L4",0.387,2024-12-20,NaN
"AE2426",18,11,2024-11-10 13:01:00,40.7005,-70.8844,28.128,"cast","a",78,4.9,1,1,"L4",0.434,2024-12-20,NaN
"AE2426",18,19,2024-11-10 13:06:00,40.7008,-70.8845,2.468,"cast","a",78.6,4.3,1,1,"L4",0.465,2024-12-20,NaN
"AE2426",19,4,2024-11-11 02:58:00,41.0312,-70.8832,19.115,"cast","a",84.9,5,1,1,"L2",0.129,2024-12-20,NaN
"AE2426",19,7,2024-11-11 03:00:00,41.031,-70.8832,4.262,"cast","a",85.3,5,1,1,"L2",0.114,2024-12-20,NaN
